transaction_id,user_id,amount,timestamp,country,device,velocity,is_fraud
164,3271,40.76,2025-01-01 13:40:00,DE,mobile,2,0
165,4141,20.28,2025-01-01 13:45:00,DE,mobile,3,0
166,3275,58.02,2025-01-01 13:50:00,BR,tablet,2,0
167,3208,62.65,2025-01-01 13:55:00,IN,mobile,3,0
168,2214,133.44,2025-01-01 14:00:00,FR,mobile,1,0
169,1358,59.68,2025-01-01 14:05:00,UK,tablet,2,0
170,2446,76.54,2025-01-01 14:10:00,FR,desktop,4,0
171,2456,104.95,2025-01-01 14:15:00,NG,mobile,2,0
172,1496,85.52,2025-01-01 14:20:00,BR,mobile,1,0
173,2194,97.34,2025-01-01 14:25:00,DE,tablet,3,0
174,1843,56.37,2025-01-01 14:30:00,NG,mobile,1,0
175,1061,137.71,2025-01-01 14:35:00,UK,desktop,3,0
176,1771,82.6,2025-01-01 14:40:00,US,mobile,3,0
177,2064,62.21,2025-01-01 14:45:00,IN,mobile,1,0
178,2015,69.82,2025-01-01 14:50:00,NG,mobile,4,0
179,4757,55.54,2025-01-01 14:55:00,FR,desktop,1,0
180,2396,71.58,2025-01-01 15:00:00,DE,mobile,2,0
181,4880,61.88,2025-01-01 15:05:00,FR,mobile,4,0
182,4310,100.97,2025-01-01 15:10:00,FR,tablet,4,0
183,3534,98.0,2025-01-01 15:15:00,NG,tablet,1,0
184,1978,143.39,2025-01-01 15:20:00,IN,desktop,2,0
185,3108,65.05,2025-01-01 15:25:00,BR,mobile,2,0
186,1564,80.05,2025-01-01 15:30:00,BR,mobile,4,0
187,1299,102.68,2025-01-01 15:35:00,UK,desktop,1,0
188,2929,109.18,2025-01-01 15:40:00,IN,tablet,4,0
189,3523,736.88,2025-01-01 15:45:00,NG,desktop,8,1
190,1861,500.21,2025-01-01 15:50:00,NG,mobile,7,1
191,1765,83.78,2025-01-01 15:55:00,FR,mobile,4,0
192,4483,86.81,2025-01-01 16:00:00,BR,desktop,3,0
193,4605,71.87,2025-01-01 16:05:00,NG,desktop,1,0
194,1541,114.11,2025-01-01 16:10:00,FR,desktop,4,0
195,1765,338.14,2025-01-01 16:15:00,NG,tablet,9,1
196,4845,65.41,2025-01-01 16:20:00,DE,mobile,4,0
197,3703,86.23,2025-01-01 16:25:00,UK,desktop,1,0
198,1024,62.32,2025-01-01 16:30:00,DE,mobile,4,0
199,2796,105.49,2025-01-01 16:35:00,NG,mobile,2,0
200,2252,108.56,2025-01-01 16:40:00,FR,mobile,1,0
201,2175,123.58,2025-01-01 16:45:00,DE,mobile,4,0
202,2507,104.39,2025-01-01 16:50:00,NG,desktop,1,0
203,1464,98.89,2025-01-01 16:55:00,BR,desktop,4,0
204,2419,96.55,2025-01-01 17:00:00,DE,tablet,4,0
205,2412,58.7,2025-01-01 17:05:00,FR,mobile,3,0
206,1635,79.37,2025-01-01 17:10:00,IN,desktop,2,0
207,1801,83.52,2025-01-01 17:15:00,NG,desktop,1,0
208,2547,59.92,2025-01-01 17:20:00,FR,mobile,2,0
209,2062,114.86,2025-01-01 17:25:00,UK,mobile,4,0
210,2740,73.47,2025-01-01 17:30:00,FR,tablet,1,0
211,2117,112.96,2025-01-01 17:35:00,US,mobile,3,0
212,2846,67.76,2025-01-01 17:40:00,NG,desktop,1,0
213,4400,87.85,2025-01-01 17:45:00,IN,desktop,1,0
214,1464,119.16,2025-01-01 17:50:00,UK,desktop,2,0
215,2777,80.63,2025-01-01 17:55:00,NG,mobile,1,0
216,4139,72.82,2025-01-01 18:00:00,US,mobile,4,0
217,1690,105.62,2025-01-01 18:05:00,BR,mobile,1,0
218,3179,89.72,2025-01-01 18:10:00,DE,mobile,4,0
219,1568,76.1,2025-01-01 18:15:00,NG,mobile,4,0
220,1908,137.37,2025-01-01 18:20:00,DE,tablet,1,0
221,3828,111.96,2025-01-01 18:25:00,FR,mobile,1,0
222,3293,49.82,2025-01-01 18:30:00,US,mobile,3,0
223,1877,43.57,2025-01-01 18:35:00,BR,mobile,1,0
224,2112,103.12,2025-01-01 18:40:00,US,mobile,1,0
225,1061,327.4,2025-01-01 18:45:00,NG,mobile,6,1
226,3807,134.41,2025-01-01 18:50:00,DE,desktop,3,0
227,4351,466.59,2025-01-01 18:55:00,BR,tablet,6,1
228,4984,55.33,2025-01-01 19:00:00,NG,tablet,3,0
229,2131,87.31,2025-01-01 19:05:00,DE,desktop,2,0
230,2109,67.0,2025-01-01 19:10:00,US,mobile,2,0
231,2770,440.8,2025-01-01 19:15:00,BR,mobile,9,1
232,2724,32.55,2025-01-01 19:20:00,FR,desktop,4,0
233,1199,82.37,2025-01-01 19:25:00,US,mobile,4,0
234,4597,466.56,2025-01-01 19:30:00,BR,mobile,8,1
235,4693,74.38,2025-01-01 19:35:00,BR,tablet,3,0
236,2896,9.81,2025-01-01 19:40:00,NG,tablet,3,0
237,4654,69.45,2025-01-01 19:45:00,FR,desktop,3,0
238,1386,56.25,2025-01-01 19:50:00,BR,desktop,2,0
239,1084,44.84,2025-01-01 19:55:00,BR,mobile,3,0
240,4124,62.77,2025-01-01 20:00:00,FR,mobile,2,0
241,4953,35.24,2025-01-01 20:05:00,US,desktop,2,0
242,2245,105.56,2025-01-01 20:10:00,IN,tablet,3,0
243,3307,103.05,2025-01-01 20:15:00,BR,desktop,1,0
244,4659,105.21,2025-01-01 20:20:00,NG,tablet,4,0
245,2233,114.0,2025-01-01 20:25:00,DE,mobile,2,0
246,3829,63.52,2025-01-01 20:30:00,DE,mobile,1,0
247,1059,6.22,2025-01-01 20:35:00,NG,tablet,4,0
248,2321,3.07,2025-01-01 20:40:00,BR,tablet,2,0
249,1959,114.28,2025-01-01 20:45:00,DE,mobile,4,0
250,1755,81.37,2025-01-01 20:50:00,US,desktop,3,0
251,4463,286.96,2025-01-01 20:55:00,NG,tablet,9,1
252,3091,94.21,2025-01-01 21:00:00,BR,desktop,2,0
253,1337,81.63,2025-01-01 21:05:00,US,desktop,3,0
254,3949,123.53,2025-01-01 21:10:00,NG,desktop,3,0
255,1970,108.78,2025-01-01 21:15:00,UK,tablet,1,0
256,4255,116.01,2025-01-01 21:20:00,FR,tablet,4,0
257,4376,134.48,2025-01-01 21:25:00,IN,tablet,3,0
258,3664,145.69,2025-01-01 21:30:00,IN,tablet,4,0
259,3441,55.75,2025-01-01 21:35:00,UK,desktop,2,0
260,2117,75.27,2025-01-01 21:40:00,DE,mobile,2,0
261,4705,39.35,2025-01-01 21:45:00,FR,tablet,4,0
262,4875,57.23,2025-01-01 21:50:00,US,mobile,1,0
263,4512,84.51,2025-01-01 21:55:00,DE,desktop,4,0
264,1193,22.62,2025-01-01 22:00:00,IN,tablet,4,0
265,4368,90.87,2025-01-01 22:05:00,NG,mobile,1,0
266,2012,53.05,2025-01-01 22:10:00,UK,desktop,2,0
267,3240,94.76,2025-01-01 22:15:00,NG,mobile,3,0
268,4304,102.26,2025-01-01 22:20:00,US,desktop,2,0
269,2131,124.3,2025-01-01 22:25:00,IN,tablet,2,0
270,1312,115.38,2025-01-01 22:30:00,DE,tablet,4,0
271,3086,65.92,2025-01-01 22:35:00,UK,tablet,3,0
272,2630,88.86,2025-01-01 22:40:00,NG,mobile,3,0
273,2084,47.08,2025-01-01 22:45:00,NG,desktop,1,0
274,2344,76.56,2025-01-01 22:50:00,IN,mobile,3,0
275,2051,117.13,2025-01-01 22:55:00,FR,mobile,3,0
276,4037,76.74,2025-01-01 23:00:00,NG,desktop,2,0
277,4690,78.34,2025-01-01 23:05:00,IN,tablet,4,0
278,4046,80.16,2025-01-01 23:10:00,UK,mobile,1,0
279,4286,81.41,2025-01-01 23:15:00,IN,tablet,1,0
280,2600,70.61,2025-01-01 23:20:00,NG,mobile,2,0
281,2585,32.03,2025-01-01 23:25:00,US,tablet,1,0
282,4687,83.61,2025-01-01 23:30:00,US,mobile,2,0
283,1125,95.43,2025-01-01 23:35:00,FR,desktop,1,0
284,3435,111.81,2025-01-01 23:40:00,US,desktop,4,0
285,2163,126.24,2025-01-01 23:45:00,DE,tablet,3,0
286,1675,89.97,2025-01-01 23:50:00,BR,desktop,2,0
287,1001,57.55,2025-01-01 23:55:00,DE,desktop,2,0
288,2483,83.45,2025-01-02 00:00:00,DE,mobile,4,0
289,1434,126.54,2025-01-02 00:05:00,UK,desktop,1,0
290,4745,141.82,2025-01-02 00:10:00,NG,desktop,2,0
291,4798,132.66,2025-01-02 00:15:00,NG,desktop,3,0
292,3553,210.47,2025-01-02 00:20:00,BR,desktop,9,1
293,3473,71.93,2025-01-02 00:25:00,BR,tablet,1,0
294,2595,114.49,2025-01-02 00:30:00,US,tablet,3,0
295,2197,95.76,2025-01-02 00:35:00,IN,desktop,2,0
296,3444,86.09,2025-01-02 00:40:00,US,tablet,2,0
297,4169,81.49,2025-01-02 00:45:00,FR,tablet,2,0
298,2449,104.7,2025-01-02 00:50:00,UK,mobile,3,0
299,4854,141.57,2025-01-02 00:55:00,US,tablet,3,0
300,1222,90.81,2025-01-02 01:00:00,DE,mobile,1,0
301,4633,131.56,2025-01-02 01:05:00,UK,desktop,4,0
302,2667,72.1,2025-01-02 01:10:00,DE,tablet,2,0
303,3645,96.04,2025-01-02 01:15:00,US,mobile,3,0
304,2585,109.06,2025-01-02 01:20:00,DE,desktop,2,0
305,1200,99.37,2025-01-02 01:25:00,DE,mobile,4,0
306,2071,93.82,2025-01-02 01:30:00,FR,desktop,4,0
307,4150,97.58,2025-01-02 01:35:00,NG,tablet,4,0
308,2044,83.84,2025-01-02 01:40:00,UK,mobile,2,0
309,3789,65.56,2025-01-02 01:45:00,DE,tablet,1,0
310,2357,91.27,2025-01-02 01:50:00,BR,desktop,3,0
311,3659,38.85,2025-01-02 01:55:00,FR,tablet,3,0
312,2752,14.75,2025-01-02 02:00:00,US,tablet,4,0
313,4420,140.96,2025-01-02 02:05:00,DE,tablet,3,0
314,3086,128.35,2025-01-02 02:10:00,NG,desktop,4,0
315,4106,55.61,2025-01-02 02:15:00,NG,desktop,4,0
316,3912,57.43,2025-01-02 02:20:00,DE,desktop,4,0
317,4951,130.21,2025-01-02 02:25:00,FR,mobile,3,0
318,2967,94.03,2025-01-02 02:30:00,FR,tablet,1,0
319,2251,80.45,2025-01-02 02:35:00,BR,mobile,2,0
320,4098,98.48,2025-01-02 02:40:00,US,tablet,2,0
321,4734,64.14,2025-01-02 02:45:00,BR,desktop,4,0
322,2234,72.92,2025-01-02 02:50:00,BR,tablet,2,0
323,2176,77.7,2025-01-02 02:55:00,NG,desktop,1,0
324,2792,15.62,2025-01-02 03:00:00,UK,mobile,2,0
325,2401,95.39,2025-01-02 03:05:00,DE,tablet,2,0
326,1681,68.76,2025-01-02 03:10:00,FR,tablet,3,0
327,2499,55.44,2025-01-02 03:15:00,DE,tablet,1,0
328,4279,78.75,2025-01-02 03:20:00,NG,tablet,2,0
329,4005,53.0,2025-01-02 03:25:00,UK,mobile,3,0
330,2393,43.22,2025-01-02 03:30:00,DE,mobile,4,0
331,3857,81.25,2025-01-02 03:35:00,UK,mobile,1,0
332,2228,85.45,2025-01-02 03:40:00,FR,desktop,4,0
333,3402,261.57,2025-01-02 03:45:00,NG,tablet,6,1
334,2354,85.76,2025-01-02 03:50:00,US,desktop,2,0
335,2571,127.91,2025-01-02 03:55:00,US,desktop,1,0
336,4932,92.01,2025-01-02 04:00:00,US,tablet,3,0
337,2097,56.46,2025-01-02 04:05:00,UK,desktop,2,0
338,1747,69.25,2025-01-02 04:10:00,FR,mobile,3,0
339,2146,107.06,2025-01-02 04:15:00,IN,tablet,3,0
340,4067,88.81,2025-01-02 04:20:00,BR,desktop,4,0
341,2475,65.34,2025-01-02 04:25:00,DE,desktop,2,0
342,1546,115.69,2025-01-02 04:30:00,UK,mobile,2,0
343,4846,86.7,2025-01-02 04:35:00,IN,desktop,2,0
344,4391,33.18,2025-01-02 04:40:00,UK,tablet,1,0
345,2545,86.2,2025-01-02 04:45:00,FR,desktop,4,0
346,2143,14.7,2025-01-02 04:50:00,BR,tablet,1,0
347,4833,68.27,2025-01-02 04:55:00,UK,mobile,1,0
348,1384,157.2,2025-01-02 05:00:00,FR,desktop,2,0
349,4460,61.28,2025-01-02 05:05:00,DE,desktop,2,0
350,4755,142.53,2025-01-02 05:10:00,BR,mobile,4,0
351,2888,121.73,2025-01-02 05:15:00,FR,tablet,3,0
352,2228,34.31,2025-01-02 05:20:00,NG,mobile,4,0
353,1267,45.92,2025-01-02 05:25:00,BR,desktop,2,0
354,2844,37.54,2025-01-02 05:30:00,UK,mobile,3,0
355,4596,97.86,2025-01-02 05:35:00,BR,tablet,1,0
356,1943,94.9,2025-01-02 05:40:00,US,desktop,1,0
357,1291,272.66,2025-01-02 05:45:00,BR,tablet,8,1
358,2322,103.92,2025-01-02 05:50:00,FR,tablet,3,0
359,4799,84.36,2025-01-02 05:55:00,UK,desktop,2,0
360,4587,79.74,2025-01-02 06:00:00,NG,tablet,2,0
361,1348,93.54,2025-01-02 06:05:00,NG,desktop,3,0
362,3886,96.99,2025-01-02 06:10:00,IN,desktop,3,0
363,4056,104.95,2025-01-02 06:15:00,UK,mobile,4,0
364,2279,117.26,2025-01-02 06:20:00,IN,desktop,1,0
365,4008,77.43,2025-01-02 06:25:00,NG,desktop,2,0
366,3731,331.83,2025-01-02 06:30:00,BR,mobile,6,1
367,1476,55.56,2025-01-02 06:35:00,US,mobile,2,0
368,2743,99.16,2025-01-02 06:40:00,US,tablet,3,0
369,4333,30.15,2025-01-02 06:45:00,NG,desktop,3,0
370,4038,163.51,2025-01-02 06:50:00,US,tablet,1,0
371,4236,31.67,2025-01-02 06:55:00,US,desktop,2,0
372,1700,54.19,2025-01-02 07:00:00,IN,mobile,3,0
373,1902,68.46,2025-01-02 07:05:00,DE,tablet,2,0
374,2562,61.94,2025-01-02 07:10:00,IN,mobile,1,0
375,3968,102.81,2025-01-02 07:15:00,NG,tablet,1,0
376,2962,95.89,2025-01-02 07:20:00,NG,mobile,4,0
377,1584,123.25,2025-01-02 07:25:00,NG,tablet,2,0
378,3083,26.89,2025-01-02 07:30:00,US,tablet,1,0
379,4945,49.02,2025-01-02 07:35:00,BR,desktop,1,0
380,1927,91.13,2025-01-02 07:40:00,IN,tablet,1,0
381,3624,61.88,2025-01-02 07:45:00,NG,tablet,2,0
382,3322,94.64,2025-01-02 07:50:00,NG,mobile,4,0
383,1238,127.4,2025-01-02 07:55:00,BR,desktop,1,0
384,1714,90.13,2025-01-02 08:00:00,DE,tablet,2,0
385,1561,67.64,2025-01-02 08:05:00,US,desktop,4,0
386,3540,70.45,2025-01-02 08:10:00,NG,tablet,1,0
387,1317,70.43,2025-01-02 08:15:00,UK,desktop,3,0
388,2462,88.69,2025-01-02 08:20:00,NG,desktop,4,0
389,3623,142.26,2025-01-02 08:25:00,US,desktop,1,0
390,1762,71.89,2025-01-02 08:30:00,IN,desktop,4,0
391,3096,108.43,2025-01-02 08:35:00,DE,mobile,4,0
392,1687,18.86,2025-01-02 08:40:00,IN,mobile,3,0
393,4093,49.76,2025-01-02 08:45:00,NG,tablet,1,0
394,1029,111.55,2025-01-02 08:50:00,NG,mobile,3,0
395,1893,54.69,2025-01-02 08:55:00,BR,desktop,1,0
396,4983,89.81,2025-01-02 09:00:00,BR,mobile,3,0
397,3459,73.43,2025-01-02 09:05:00,FR,desktop,2,0
398,2181,106.77,2025-01-02 09:10:00,FR,mobile,3,0
399,4027,82.87,2025-01-02 09:15:00,FR,desktop,3,0
400,4047,35.64,2025-01-02 09:20:00,US,mobile,4,0
401,3207,114.31,2025-01-02 09:25:00,FR,desktop,4,0
402,2247,95.28,2025-01-02 09:30:00,NG,tablet,4,0
403,3592,117.42,2025-01-02 09:35:00,DE,desktop,2,0
404,1201,85.46,2025-01-02 09:40:00,UK,desktop,2,0
405,3947,87.45,2025-01-02 09:45:00,BR,tablet,1,0
406,3296,47.26,2025-01-02 09:50:00,FR,mobile,3,0
407,2456,55.49,2025-01-02 09:55:00,FR,tablet,1,0
408,2197,82.15,2025-01-02 10:00:00,FR,mobile,2,0
409,4085,65.67,2025-01-02 10:05:00,DE,mobile,1,0
410,4582,69.57,2025-01-02 10:10:00,US,desktop,2,0
411,2740,104.87,2025-01-02 10:15:00,NG,tablet,1,0
412,3788,71.9,2025-01-02 10:20:00,IN,tablet,1,0
413,3788,50.64,2025-01-02 10:25:00,IN,mobile,4,0
414,2719,67.18,2025-01-02 10:30:00,UK,desktop,4,0
415,2990,63.42,2025-01-02 10:35:00,NG,desktop,1,0
416,2449,106.09,2025-01-02 10:40:00,DE,mobile,3,0
417,3365,120.67,2025-01-02 10:45:00,FR,desktop,4,0
418,4110,31.03,2025-01-02 10:50:00,NG,desktop,1,0
419,4071,88.43,2025-01-02 10:55:00,IN,desktop,4,0
420,3733,26.64,2025-01-02 11:00:00,US,tablet,3,0
421,2986,124.88,2025-01-02 11:05:00,DE,desktop,2,0
422,4747,85.42,2025-01-02 11:10:00,UK,mobile,1,0
423,2110,159.31,2025-01-02 11:15:00,FR,tablet,1,0
