transaction_id,user_id,amount,timestamp,country,device,velocity,is_fraud
33,4232,80.77,2025-01-01 02:45:00,DE,tablet,4,0
34,3854,87.9,2025-01-01 02:50:00,US,tablet,4,0
35,2076,129.25,2025-01-01 02:55:00,FR,mobile,2,0
36,4599,82.89,2025-01-01 03:00:00,US,mobile,1,0
37,1830,92.57,2025-01-01 03:05:00,FR,tablet,1,0
38,4250,54.7,2025-01-01 03:10:00,US,desktop,1,0
39,3315,64.6,2025-01-01 03:15:00,DE,tablet,3,0
40,3786,23.73,2025-01-01 03:20:00,US,mobile,4,0
41,4630,39.0,2025-01-01 03:25:00,US,tablet,4,0
42,4302,107.92,2025-01-01 03:30:00,UK,mobile,3,0
43,2053,100.33,2025-01-01 03:35:00,DE,mobile,1,0
44,1320,86.35,2025-01-01 03:40:00,FR,desktop,4,0
45,1463,97.91,2025-01-01 03:45:00,IN,desktop,3,0
46,1876,74.95,2025-01-01 03:50:00,DE,desktop,1,0
47,2411,114.94,2025-01-01 03:55:00,IN,desktop,4,0
48,1964,124.07,2025-01-01 04:00:00,BR,tablet,1,0
49,4440,46.28,2025-01-01 04:05:00,BR,tablet,3,0
50,3850,32.78,2025-01-01 04:10:00,UK,mobile,3,0
51,2326,99.14,2025-01-01 04:15:00,DE,mobile,1,0
52,4865,89.81,2025-01-01 04:20:00,US,desktop,3,0
53,3528,77.57,2025-01-01 04:25:00,BR,mobile,1,0
54,2788,51.99,2025-01-01 04:30:00,US,tablet,2,0
55,4202,103.53,2025-01-01 04:35:00,IN,mobile,3,0
56,4922,75.48,2025-01-01 04:40:00,FR,tablet,3,0
57,3348,51.03,2025-01-01 04:45:00,BR,mobile,3,0
58,1518,78.21,2025-01-01 04:50:00,IN,tablet,1,0
59,4270,108.84,2025-01-01 04:55:00,IN,tablet,4,0
60,2533,56.54,2025-01-01 05:00:00,US,tablet,3,0
61,2207,92.72,2025-01-01 05:05:00,BR,desktop,1,0
62,1249,37.44,2025-01-01 05:10:00,BR,tablet,1,0
63,2327,85.71,2025-01-01 05:15:00,FR,desktop,4,0
64,3393,128.69,2025-01-01 05:20:00,FR,desktop,4,0
65,4243,104.71,2025-01-01 05:25:00,DE,mobile,2,0
66,4269,35.99,2025-01-01 05:30:00,DE,mobile,1,0
67,1459,106.78,2025-01-01 05:35:00,FR,tablet,2,0
68,4810,35.53,2025-01-01 05:40:00,UK,desktop,4,0
69,4625,73.13,2025-01-01 05:45:00,NG,tablet,2,0
70,2079,396.35,2025-01-01 05:50:00,BR,mobile,5,1
71,4659,102.52,2025-01-01 05:55:00,DE,mobile,1,0
72,1574,68.24,2025-01-01 06:00:00,IN,desktop,4,0
73,3917,36.09,2025-01-01 06:05:00,NG,tablet,1,0
74,3832,0.34,2025-01-01 06:10:00,IN,tablet,1,0
75,1777,90.37,2025-01-01 06:15:00,FR,tablet,1,0
76,2752,69.72,2025-01-01 06:20:00,US,mobile,3,0
77,4115,55.93,2025-01-01 06:25:00,DE,desktop,3,0
78,1190,86.45,2025-01-01 06:30:00,UK,mobile,1,0
79,2763,19.33,2025-01-01 06:35:00,BR,tablet,4,0
80,4733,87.73,2025-01-01 06:40:00,BR,tablet,4,0
81,1338,77.77,2025-01-01 06:45:00,DE,mobile,4,0
82,2481,79.44,2025-01-01 06:50:00,BR,mobile,1,0
83,3724,29.79,2025-01-01 06:55:00,DE,mobile,1,0
84,1352,81.81,2025-01-01 07:00:00,DE,tablet,2,0
85,1325,590.34,2025-01-01 07:05:00,NG,mobile,5,1
86,2661,123.01,2025-01-01 07:10:00,BR,tablet,1,0
87,4782,111.97,2025-01-01 07:15:00,BR,desktop,4,0
88,3238,138.95,2025-01-01 07:20:00,IN,tablet,3,0
89,1193,21.8,2025-01-01 07:25:00,UK,tablet,4,0
90,4315,73.57,2025-01-01 07:30:00,IN,desktop,1,0
91,3425,59.32,2025-01-01 07:35:00,FR,desktop,3,0
92,2100,75.88,2025-01-01 07:40:00,BR,desktop,2,0
93,2402,122.04,2025-01-01 07:45:00,IN,mobile,2,0
94,4199,116.54,2025-01-01 07:50:00,FR,mobile,4,0
95,1281,68.32,2025-01-01 07:55:00,US,mobile,1,0
96,4638,80.84,2025-01-01 08:00:00,NG,desktop,4,0
97,1819,44.09,2025-01-01 08:05:00,FR,mobile,1,0
98,4465,67.51,2025-01-01 08:10:00,FR,tablet,4,0
99,4929,105.73,2025-01-01 08:15:00,IN,desktop,3,0
100,4125,526.25,2025-01-01 08:20:00,BR,desktop,8,1
101,2844,98.16,2025-01-01 08:25:00,FR,desktop,1,0
102,3971,52.42,2025-01-01 08:30:00,US,mobile,2,0
103,2893,126.5,2025-01-01 08:35:00,UK,tablet,4,0
104,3064,247.93,2025-01-01 08:40:00,BR,desktop,6,1
105,3177,196.94,2025-01-01 08:45:00,NG,tablet,6,1
106,3015,80.39,2025-01-01 08:50:00,IN,tablet,1,0
107,1215,91.33,2025-01-01 08:55:00,BR,tablet,2,0
108,4991,110.01,2025-01-01 09:00:00,DE,desktop,3,0
109,3479,84.57,2025-01-01 09:05:00,FR,mobile,1,0
110,2724,108.94,2025-01-01 09:10:00,DE,mobile,4,0
111,4024,48.06,2025-01-01 09:15:00,US,mobile,3,0
112,4780,351.9,2025-01-01 09:20:00,BR,tablet,7,1
113,2880,111.96,2025-01-01 09:25:00,UK,tablet,1,0
114,4153,88.79,2025-01-01 09:30:00,FR,mobile,1,0
115,1218,58.57,2025-01-01 09:35:00,UK,mobile,2,0
116,4879,85.24,2025-01-01 09:40:00,FR,desktop,2,0
117,2123,43.49,2025-01-01 09:45:00,UK,mobile,3,0
118,4505,44.26,2025-01-01 09:50:00,NG,tablet,1,0
119,2233,99.7,2025-01-01 09:55:00,IN,tablet,4,0
120,1039,57.46,2025-01-01 10:00:00,FR,mobile,4,0
121,4206,46.09,2025-01-01 10:05:00,IN,desktop,4,0
122,3592,108.9,2025-01-01 10:10:00,DE,mobile,1,0
123,3367,92.38,2025-01-01 10:15:00,IN,tablet,4,0
124,2685,53.97,2025-01-01 10:20:00,UK,tablet,3,0
125,4509,84.38,2025-01-01 10:25:00,FR,desktop,2,0
126,1537,53.31,2025-01-01 10:30:00,BR,tablet,2,0
127,4948,55.53,2025-01-01 10:35:00,BR,desktop,2,0
128,1701,106.36,2025-01-01 10:40:00,NG,desktop,3,0
129,4498,72.81,2025-01-01 10:45:00,IN,desktop,3,0
130,3506,80.39,2025-01-01 10:50:00,US,mobile,4,0
131,3625,123.61,2025-01-01 10:55:00,DE,desktop,3,0
132,1111,37.81,2025-01-01 11:00:00,UK,desktop,1,0
133,4024,78.96,2025-01-01 11:05:00,IN,tablet,4,0
134,2553,47.87,2025-01-01 11:10:00,DE,desktop,4,0
135,3654,94.47,2025-01-01 11:15:00,US,desktop,2,0
136,3537,76.28,2025-01-01 11:20:00,IN,desktop,1,0
137,3353,102.21,2025-01-01 11:25:00,NG,tablet,3,0
138,2459,54.6,2025-01-01 11:30:00,US,tablet,3,0
139,1904,34.55,2025-01-01 11:35:00,DE,tablet,1,0
140,2891,52.22,2025-01-01 11:40:00,NG,tablet,1,0
141,1178,64.61,2025-01-01 11:45:00,US,desktop,2,0
142,3684,85.2,2025-01-01 11:50:00,BR,mobile,4,0
143,4485,91.56,2025-01-01 11:55:00,IN,mobile,2,0
144,1521,86.93,2025-01-01 12:00:00,IN,tablet,2,0
145,3260,55.73,2025-01-01 12:05:00,NG,mobile,3,0
146,2243,81.75,2025-01-01 12:10:00,BR,desktop,2,0
147,1484,45.71,2025-01-01 12:15:00,IN,desktop,2,0
148,2838,106.17,2025-01-01 12:20:00,NG,desktop,3,0
149,1257,111.99,2025-01-01 12:25:00,UK,desktop,2,0
150,1701,38.67,2025-01-01 12:30:00,UK,desktop,3,0
151,3114,51.87,2025-01-01 12:35:00,US,desktop,2,0
152,1072,89.13,2025-01-01 12:40:00,NG,desktop,1,0
153,3854,87.72,2025-01-01 12:45:00,UK,tablet,4,0
154,3452,95.45,2025-01-01 12:50:00,FR,mobile,1,0
155,3049,195.58,2025-01-01 12:55:00,DE,desktop,4,0
156,2132,119.93,2025-01-01 13:00:00,UK,desktop,4,0
157,3952,109.65,2025-01-01 13:05:00,NG,desktop,2,0
158,3787,70.54,2025-01-01 13:10:00,UK,mobile,4,0
159,2113,102.77,2025-01-01 13:15:00,NG,desktop,2,0
160,4052,84.95,2025-01-01 13:20:00,BR,mobile,2,0
161,3143,54.32,2025-01-01 13:25:00,FR,tablet,3,0
162,1264,149.44,2025-01-01 13:30:00,UK,tablet,1,0
163,4289,23.98,2025-01-01 13:35:00,BR,mobile,2,0
164,3907,67.56,2025-01-01 13:40:00,NG,mobile,4,0
165,2928,82.41,2025-01-01 13:45:00,NG,mobile,2,0
166,2020,65.84,2025-01-01 13:50:00,DE,mobile,4,0
167,3454,112.67,2025-01-01 13:55:00,FR,desktop,1,0
168,3566,126.81,2025-01-01 14:00:00,US,desktop,4,0
169,4379,83.86,2025-01-01 14:05:00,FR,tablet,4,0
170,1202,58.09,2025-01-01 14:10:00,FR,desktop,1,0
171,2685,86.49,2025-01-01 14:15:00,FR,tablet,4,0
172,4741,151.67,2025-01-01 14:20:00,IN,tablet,3,0
173,3889,135.3,2025-01-01 14:25:00,FR,mobile,4,0
174,1156,19.25,2025-01-01 14:30:00,US,tablet,1,0
175,4284,85.59,2025-01-01 14:35:00,DE,mobile,4,0
176,1836,66.67,2025-01-01 14:40:00,NG,tablet,3,0
177,2706,29.93,2025-01-01 14:45:00,NG,tablet,2,0
178,4478,95.15,2025-01-01 14:50:00,NG,tablet,1,0
179,1691,105.97,2025-01-01 14:55:00,NG,desktop,1,0
180,2505,69.97,2025-01-01 15:00:00,FR,mobile,2,0
181,4266,70.46,2025-01-01 15:05:00,FR,tablet,4,0
182,2505,132.96,2025-01-01 15:10:00,NG,tablet,4,0
183,2687,92.15,2025-01-01 15:15:00,FR,desktop,1,0
184,4484,91.32,2025-01-01 15:20:00,IN,tablet,2,0
185,4203,551.69,2025-01-01 15:25:00,BR,tablet,8,1
186,1077,44.49,2025-01-01 15:30:00,FR,tablet,2,0
187,3938,86.87,2025-01-01 15:35:00,BR,desktop,1,0
188,4798,59.6,2025-01-01 15:40:00,UK,desktop,3,0
189,1755,72.1,2025-01-01 15:45:00,UK,desktop,1,0
190,3254,100.97,2025-01-01 15:50:00,IN,tablet,4,0
191,3406,98.0,2025-01-01 15:55:00,BR,tablet,1,0
192,4498,143.39,2025-01-01 16:00:00,DE,tablet,2,0
193,2453,65.05,2025-01-01 16:05:00,NG,mobile,2,0
194,1723,80.05,2025-01-01 16:10:00,DE,mobile,4,0
195,4836,102.68,2025-01-01 16:15:00,FR,mobile,1,0
196,2387,109.18,2025-01-01 16:20:00,UK,tablet,4,0
197,1262,126.33,2025-01-01 16:25:00,UK,tablet,3,0
198,4837,115.17,2025-01-01 16:30:00,NG,mobile,4,0
199,2542,95.94,2025-01-01 16:35:00,BR,tablet,2,0
200,1705,48.97,2025-01-01 16:40:00,NG,tablet,1,0
201,2778,86.13,2025-01-01 16:45:00,DE,tablet,3,0
202,2538,93.39,2025-01-01 16:50:00,UK,tablet,1,0
203,3304,114.09,2025-01-01 16:55:00,UK,tablet,1,0
204,2855,45.65,2025-01-01 17:00:00,IN,desktop,1,0
205,4039,97.74,2025-01-01 17:05:00,UK,mobile,1,0
206,2265,63.65,2025-01-01 17:10:00,IN,tablet,1,0
207,3900,41.98,2025-01-01 17:15:00,US,tablet,3,0
208,2307,33.69,2025-01-01 17:20:00,UK,mobile,2,0
209,1802,113.51,2025-01-01 17:25:00,US,tablet,4,0
210,2934,126.65,2025-01-01 17:30:00,NG,mobile,2,0
211,3444,50.56,2025-01-01 17:35:00,FR,tablet,2,0
212,4963,79.15,2025-01-01 17:40:00,NG,tablet,2,0
213,2778,28.51,2025-01-01 17:45:00,NG,desktop,1,0
214,1434,95.88,2025-01-01 17:50:00,NG,tablet,4,0
215,3207,74.48,2025-01-01 17:55:00,FR,tablet,4,0
216,4335,93.46,2025-01-01 18:00:00,FR,desktop,4,0
217,4164,77.64,2025-01-01 18:05:00,UK,desktop,2,0
218,1223,130.35,2025-01-01 18:10:00,FR,tablet,3,0
219,1553,123.46,2025-01-01 18:15:00,NG,mobile,8,1
220,1962,118.33,2025-01-01 18:20:00,NG,desktop,4,0
221,3514,62.25,2025-01-01 18:25:00,BR,tablet,3,0
222,1478,126.59,2025-01-01 18:30:00,FR,desktop,1,0
223,3145,66.81,2025-01-01 18:35:00,FR,desktop,3,0
224,3081,119.16,2025-01-01 18:40:00,FR,desktop,2,0
225,1439,80.63,2025-01-01 18:45:00,FR,desktop,1,0
226,4211,72.82,2025-01-01 18:50:00,IN,desktop,4,0
227,3295,105.62,2025-01-01 18:55:00,IN,desktop,1,0
228,1319,89.72,2025-01-01 19:00:00,FR,mobile,4,0
229,3915,76.1,2025-01-01 19:05:00,IN,mobile,4,0
230,3313,137.37,2025-01-01 19:10:00,IN,desktop,1,0
231,2028,111.96,2025-01-01 19:15:00,DE,tablet,1,0
232,4785,49.82,2025-01-01 19:20:00,IN,mobile,3,0
233,3617,43.57,2025-01-01 19:25:00,BR,desktop,1,0
234,4562,103.12,2025-01-01 19:30:00,NG,mobile,1,0
235,2446,100.01,2025-01-01 19:35:00,NG,mobile,3,0
236,2273,79.63,2025-01-01 19:40:00,DE,mobile,3,0
237,1500,53.08,2025-01-01 19:45:00,US,tablet,2,0
238,3936,17.3,2025-01-01 19:50:00,FR,desktop,3,0
239,4183,133.11,2025-01-01 19:55:00,IN,mobile,1,0
240,4304,279.72,2025-01-01 20:00:00,NG,mobile,6,1
241,4495,70.36,2025-01-01 20:05:00,FR,tablet,4,0
242,4664,81.67,2025-01-01 20:10:00,BR,desktop,2,0
243,1528,81.81,2025-01-01 20:15:00,US,mobile,1,0
244,3892,64.84,2025-01-01 20:20:00,US,desktop,3,0
245,1678,135.17,2025-01-01 20:25:00,BR,mobile,9,1
246,2600,36.56,2025-01-01 20:30:00,UK,mobile,4,0
247,2084,37.78,2025-01-01 20:35:00,UK,desktop,1,0
248,2688,60.07,2025-01-01 20:40:00,US,mobile,3,0
249,1129,644.06,2025-01-01 20:45:00,NG,tablet,7,1
250,3345,56.25,2025-01-01 20:50:00,DE,mobile,2,0
251,3179,44.84,2025-01-01 20:55:00,NG,mobile,3,0
252,2735,62.77,2025-01-01 21:00:00,UK,tablet,2,0
253,4197,35.24,2025-01-01 21:05:00,DE,desktop,2,0
254,3940,105.56,2025-01-01 21:10:00,UK,desktop,3,0
255,4949,103.05,2025-01-01 21:15:00,UK,desktop,1,0
256,4325,105.21,2025-01-01 21:20:00,DE,tablet,4,0
257,4659,114.0,2025-01-01 21:25:00,US,desktop,2,0
258,4341,63.52,2025-01-01 21:30:00,NG,mobile,1,0
259,4226,6.22,2025-01-01 21:35:00,NG,mobile,4,0
260,3400,3.07,2025-01-01 21:40:00,FR,desktop,2,0
261,4812,114.28,2025-01-01 21:45:00,US,mobile,4,0
262,4733,81.37,2025-01-01 21:50:00,US,tablet,3,0
263,2908,91.68,2025-01-01 21:55:00,IN,tablet,1,0
264,4584,74.96,2025-01-01 22:00:00,NG,desktop,3,0
265,3789,88.56,2025-01-01 22:05:00,IN,desktop,4,0
266,1432,58.95,2025-01-01 22:10:00,NG,tablet,1,0
267,4520,50.99,2025-01-01 22:15:00,IN,desktop,1,0
268,4433,53.08,2025-01-01 22:20:00,UK,mobile,3,0
269,1937,125.77,2025-01-01 22:25:00,IN,tablet,1,0
270,2805,75.7,2025-01-01 22:30:00,UK,mobile,4,0
271,4581,61.98,2025-01-01 22:35:00,US,mobile,4,0
272,1445,50.38,2025-01-01 22:40:00,UK,mobile,4,0
273,4677,65.27,2025-01-01 22:45:00,US,tablet,2,0
274,4761,39.43,2025-01-01 22:50:00,BR,mobile,4,0
275,1055,63.25,2025-01-01 22:55:00,IN,desktop,4,0
276,1938,40.23,2025-01-01 23:00:00,US,tablet,3,0
277,3820,56.86,2025-01-01 23:05:00,UK,tablet,2,0
278,1843,131.83,2025-01-01 23:10:00,UK,tablet,4,0
279,3960,35.22,2025-01-01 23:15:00,NG,mobile,1,0
280,3527,76.32,2025-01-01 23:20:00,IN,mobile,1,0
281,4421,99.47,2025-01-01 23:25:00,US,mobile,3,0
282,2744,84.26,2025-01-01 23:30:00,BR,mobile,1,0
283,2422,470.43,2025-01-01 23:35:00,NG,desktop,5,1
284,2114,90.22,2025-01-01 23:40:00,DE,mobile,3,0
285,4907,79.59,2025-01-01 23:45:00,UK,mobile,1,0
286,3911,61.53,2025-01-01 23:50:00,BR,mobile,3,0
287,4345,123.09,2025-01-01 23:55:00,US,mobile,3,0
288,2183,59.18,2025-01-02 00:00:00,BR,mobile,1,0
289,4713,83.3,2025-01-02 00:05:00,FR,tablet,3,0
290,4373,86.56,2025-01-02 00:10:00,NG,desktop,1,0
291,4143,65.47,2025-01-02 00:15:00,UK,desktop,3,0
292,2821,89.59,2025-01-02 00:20:00,DE,tablet,3,0
293,4065,85.8,2025-01-02 00:25:00,NG,tablet,1,0
294,4331,107.72,2025-01-02 00:30:00,US,tablet,3,0
295,3765,104.39,2025-01-02 00:35:00,FR,tablet,1,0
296,2622,57.81,2025-01-02 00:40:00,DE,desktop,1,0
297,3256,231.45,2025-01-02 00:45:00,NG,desktop,8,1
298,3953,101.35,2025-01-02 00:50:00,NG,desktop,4,0
299,1882,46.26,2025-01-02 00:55:00,FR,tablet,2,0
300,3791,55.16,2025-01-02 01:00:00,FR,tablet,2,0
301,3035,70.88,2025-01-02 01:05:00,DE,mobile,2,0
302,4306,126.53,2025-01-02 01:10:00,US,mobile,3,0
303,1396,83.47,2025-01-02 01:15:00,FR,desktop,2,0
304,3507,85.1,2025-01-02 01:20:00,US,tablet,1,0
305,1098,114.6,2025-01-02 01:25:00,NG,desktop,2,0
306,1826,72.53,2025-01-02 01:30:00,US,mobile,4,0
307,4761,109.15,2025-01-02 01:35:00,FR,mobile,3,0
308,1166,124.67,2025-01-02 01:40:00,FR,tablet,3,0
309,3415,106.33,2025-01-02 01:45:00,NG,mobile,3,0
310,2248,111.75,2025-01-02 01:50:00,IN,tablet,2,0
311,2675,27.24,2025-01-02 01:55:00,BR,mobile,3,0
312,2799,106.58,2025-01-02 02:00:00,UK,tablet,4,0
313,4652,75.89,2025-01-02 02:05:00,US,tablet,1,0
314,3448,125.07,2025-01-02 02:10:00,DE,tablet,4,0
315,1286,82.22,2025-01-02 02:15:00,IN,tablet,2,0
316,2421,109.45,2025-01-02 02:20:00,NG,mobile,1,0
317,4016,89.92,2025-01-02 02:25:00,IN,desktop,1,0
318,2672,28.9,2025-01-02 02:30:00,NG,desktop,4,0
319,4131,78.33,2025-01-02 02:35:00,FR,tablet,1,0
320,4794,79.81,2025-01-02 02:40:00,NG,mobile,1,0
321,1377,92.09,2025-01-02 02:45:00,DE,mobile,2,0
322,4258,40.87,2025-01-02 02:50:00,DE,desktop,3,0
323,2639,100.09,2025-01-02 02:55:00,NG,tablet,3,0
324,3715,46.96,2025-01-02 03:00:00,BR,mobile,4,0
325,4366,94.63,2025-01-02 03:05:00,US,tablet,1,0
326,3485,78.12,2025-01-02 03:10:00,US,desktop,1,0
327,1015,108.65,2025-01-02 03:15:00,DE,tablet,4,0
328,4211,66.6,2025-01-02 03:20:00,NG,mobile,3,0
329,3278,230.5,2025-01-02 03:25:00,BR,desktop,8,1
330,2206,72.92,2025-01-02 03:30:00,FR,tablet,2,0
331,2675,77.7,2025-01-02 03:35:00,UK,tablet,1,0
332,4301,15.62,2025-01-02 03:40:00,UK,mobile,2,0
333,3492,95.39,2025-01-02 03:45:00,NG,desktop,2,0
334,2795,68.76,2025-01-02 03:50:00,NG,desktop,3,0
335,4111,55.44,2025-01-02 03:55:00,DE,mobile,1,0
336,4259,78.75,2025-01-02 04:00:00,BR,tablet,2,0
337,2062,53.0,2025-01-02 04:05:00,UK,desktop,3,0
338,3281,43.22,2025-01-02 04:10:00,DE,mobile,4,0
339,3006,81.25,2025-01-02 04:15:00,US,mobile,1,0
340,3034,85.45,2025-01-02 04:20:00,FR,tablet,4,0
341,1976,261.57,2025-01-02 04:25:00,BR,desktop,6,1
342,2994,85.76,2025-01-02 04:30:00,NG,desktop,2,0
343,4927,127.91,2025-01-02 04:35:00,NG,tablet,1,0
344,4429,92.01,2025-01-02 04:40:00,BR,tablet,3,0
345,1750,56.46,2025-01-02 04:45:00,BR,tablet,2,0
346,1845,69.25,2025-01-02 04:50:00,US,tablet,3,0
347,3468,107.06,2025-01-02 04:55:00,UK,tablet,3,0
348,1458,88.81,2025-01-02 05:00:00,UK,tablet,4,0
349,4999,65.34,2025-01-02 05:05:00,NG,desktop,2,0
350,1610,115.69,2025-01-02 05:10:00,NG,mobile,2,0
351,2954,86.7,2025-01-02 05:15:00,BR,mobile,2,0
352,3091,33.18,2025-01-02 05:20:00,BR,mobile,1,0
353,1109,86.2,2025-01-02 05:25:00,IN,desktop,4,0
354,3030,14.7,2025-01-02 05:30:00,DE,desktop,1,0
355,2795,68.27,2025-01-02 05:35:00,US,tablet,1,0
356,4861,157.2,2025-01-02 05:40:00,US,mobile,2,0
357,4151,61.28,2025-01-02 05:45:00,BR,desktop,2,0
358,4027,142.53,2025-01-02 05:50:00,US,mobile,4,0
359,3918,121.73,2025-01-02 05:55:00,NG,desktop,3,0
360,3496,34.31,2025-01-02 06:00:00,BR,mobile,4,0
361,4704,45.92,2025-01-02 06:05:00,US,mobile,2,0
362,4684,37.54,2025-01-02 06:10:00,UK,desktop,3,0
363,1313,97.86,2025-01-02 06:15:00,FR,mobile,1,0
364,2381,94.9,2025-01-02 06:20:00,DE,desktop,1,0
365,3127,272.66,2025-01-02 06:25:00,NG,mobile,8,1
366,4089,103.92,2025-01-02 06:30:00,UK,desktop,3,0
367,2175,84.36,2025-01-02 06:35:00,NG,desktop,2,0
368,3516,79.74,2025-01-02 06:40:00,BR,tablet,2,0
369,1551,93.54,2025-01-02 06:45:00,IN,tablet,3,0
370,3082,96.99,2025-01-02 06:50:00,FR,desktop,3,0
371,4201,104.95,2025-01-02 06:55:00,DE,tablet,4,0
372,1473,117.26,2025-01-02 07:00:00,UK,mobile,1,0
373,4901,77.43,2025-01-02 07:05:00,BR,desktop,2,0
374,1544,99.22,2025-01-02 07:10:00,UK,tablet,4,0
375,2477,55.56,2025-01-02 07:15:00,IN,desktop,3,0
376,1453,109.62,2025-01-02 07:20:00,IN,mobile,2,0
377,3083,102.93,2025-01-02 07:25:00,UK,mobile,1,0
378,4541,102.93,2025-01-02 07:30:00,BR,mobile,1,0
379,3094,80.32,2025-01-02 07:35:00,US,desktop,3,0
380,2897,28.11,2025-01-02 07:40:00,DE,desktop,4,0
381,3502,117.25,2025-01-02 07:45:00,US,desktop,2,0
382,1418,555.03,2025-01-02 07:50:00,BR,tablet,6,1
383,1328,139.52,2025-01-02 07:55:00,BR,desktop,4,0
384,1174,105.07,2025-01-02 08:00:00,FR,tablet,1,0
385,2216,46.11,2025-01-02 08:05:00,DE,tablet,1,0
386,1431,58.3,2025-01-02 08:10:00,BR,mobile,3,0
387,4345,153.02,2025-01-02 08:15:00,IN,desktop,3,0
388,2209,97.31,2025-01-02 08:20:00,BR,tablet,2,0
389,4306,73.91,2025-01-02 08:25:00,BR,tablet,4,0
390,2865,85.09,2025-01-02 08:30:00,NG,mobile,4,0
391,2237,82.68,2025-01-02 08:35:00,UK,desktop,3,0
392,1580,82.6,2025-01-02 08:40:00,UK,mobile,2,0
393,1962,75.33,2025-01-02 08:45:00,US,tablet,4,0
394,4107,76.4,2025-01-02 08:50:00,DE,desktop,1,0
395,3399,83.41,2025-01-02 08:55:00,FR,tablet,1,0
396,4949,65.37,2025-01-02 09:00:00,US,tablet,1,0
397,3209,67.02,2025-01-02 09:05:00,NG,desktop,1,0
398,4813,96.3,2025-01-02 09:10:00,NG,desktop,2,0
399,4571,111.05,2025-01-02 09:15:00,BR,mobile,2,0
400,1909,106.13,2025-01-02 09:20:00,DE,mobile,1,0
401,3560,70.22,2025-01-02 09:25:00,IN,tablet,2,0
402,4141,72.5,2025-01-02 09:30:00,IN,mobile,2,0
403,2449,119.03,2025-01-02 09:35:00,DE,desktop,4,0
404,4613,23.88,2025-01-02 09:40:00,DE,mobile,3,0
405,4629,69.45,2025-01-02 09:45:00,IN,mobile,3,0
406,1178,32.59,2025-01-02 09:50:00,NG,mobile,1,0
407,4684,80.48,2025-01-02 09:55:00,DE,tablet,3,0
408,2194,104.88,2025-01-02 10:00:00,FR,desktop,4,0
409,2926,13.67,2025-01-02 10:05:00,UK,tablet,4,0
410,4383,53.46,2025-01-02 10:10:00,FR,desktop,2,0
411,1739,88.61,2025-01-02 10:15:00,US,tablet,3,0
412,2283,35.64,2025-01-02 10:20:00,IN,desktop,4,0
413,1870,114.31,2025-01-02 10:25:00,FR,mobile,4,0
414,3381,95.28,2025-01-02 10:30:00,IN,desktop,4,0
415,1571,117.42,2025-01-02 10:35:00,BR,desktop,2,0
416,4229,85.46,2025-01-02 10:40:00,IN,mobile,2,0
417,4420,87.45,2025-01-02 10:45:00,UK,desktop,1,0
418,4008,47.26,2025-01-02 10:50:00,DE,desktop,3,0
419,4771,55.49,2025-01-02 10:55:00,FR,tablet,1,0
420,3086,82.15,2025-01-02 11:00:00,NG,tablet,2,0
421,4917,65.67,2025-01-02 11:05:00,DE,mobile,1,0
422,3006,69.57,2025-01-02 11:10:00,DE,mobile,2,0
